time,seconds_elapsed,qz,qy,qx,qw,roll,pitch,yaw
1660273596217654500,0.060654541015625,-0.15806500613689423,-0.1081790030002594,0.16890700161457062,0.9668409824371338,-0.1678258776664734,-0.36913737654685974,0.2927010655403137
1660273596227655400,0.070655517578125,-0.159278005361557,-0.1089939996600151,0.16737699508666992,0.9668170213699341,-0.1694459170103073,-0.3665176331996918,0.2950783967971802
1660273596237654500,0.080654541015625,-0.16029399633407593,-0.10974399745464325,0.16572199761867523,0.9668490290641785,-0.17104390263557434,-0.363597571849823,0.2970738708972931
1660273596247654000,0.09065380859375,-0.16140800714492798,-0.11033900082111359,0.1637369990348816,0.9669340252876282,-0.17237074673175812,-0.35999006032943726,0.2993638813495636
1660273596257653500,0.100653564453125,-0.16274699568748474,-0.11084499955177307,0.16188499331474304,0.9669640064239502,-0.17339947819709778,-0.3566673994064331,0.3021576404571533
1660273596265646600,0.108646484375,-0.16429300606250763,-0.11100699752569199,0.16019600629806519,0.9669650197029114,-0.17359894514083862,-0.353606253862381,0.3055045008659363
1660273596272441300,0.11544140625,-0.16592100262641907,-0.11067300289869308,0.1587660014629364,0.9669610261917114,-0.17267613112926483,-0.350925475358963,0.3091830611228943
1660273596288468200,0.13146826171875,-0.16592100262641907,-0.11067300289869308,0.1587660014629364,0.9669610261917114,-0.17267613112926483,-0.350925475358963,0.3091830611228943
1660273596298467300,0.14146728515625,-0.16747599840164185,-0.10952799767255783,0.1576080024242401,0.9670130014419556,-0.17002998292446136,-0.3485172688961029,0.31297263503074646
1660273596308456200,0.151456298828125,-0.1687539964914322,-0.1076200008392334,0.15667399764060974,0.9671570062637329,-0.16584961116313934,-0.3462570011615753,0.31642255187034607
1660273596316443100,0.159443115234375,-0.169514998793602,-0.10527200251817703,0.1561879962682724,0.9673600196838379,-0.1608291119337082,-0.34465333819389343,0.31889429688453674
1660273596322435300,0.165435302734375,-0.16931499540805817,-0.1030609980225563,0.1561489999294281,0.9676399827003479,-0.1563231498003006,-0.34382593631744385,0.3192511200904846
1660273596329935400,0.172935302734375,-0.16902300715446472,-0.10092700272798538,0.15618500113487244,0.9679099917411804,-0.1519908756017685,-0.3431594669818878,0.31937965750694275
1660273596337935400,0.180935302734375,-0.16819199919700623,-0.0998380035161972,0.15692099928855896,0.9680489897727966,-0.14982283115386963,-0.3441518247127533,0.3179659843444824
1660273596346269000,0.18926904296875,-0.16660599410533905,-0.10007400065660477,0.15808700025081635,0.9681090116500854,-0.1505621373653412,-0.34631800651550293,0.31446608901023865
1660273596354840300,0.19784033203125,-0.16415899991989136,-0.1015940010547638,0.15984299778938293,0.9680799841880798,-0.15413707494735718,-0.34993502497673035,0.3086470663547516
1660273596363590400,0.20659033203125,-0.16151699423789978,-0.10431499779224396,0.16216500103473663,0.9678490161895752,-0.16016632318496704,-0.3550100028514862,0.30192431807518005
1660273596372479500,0.2154794921875,-0.15923500061035156,-0.10778599977493286,0.16396300494670868,0.9675440192222595,-0.16780954599380493,-0.3592897951602936,0.29568421840667725
1660273596381479400,0.2244794921875,-0.15798400342464447,-0.1117900013923645,0.1645520031452179,0.9671949744224548,-0.1765137016773224,-0.3614487946033478,0.2914915084838867
1660273596390570200,0.2335703125,-0.15808600187301636,-0.11561000347137451,0.1636970043182373,0.9668740034103394,-0.18468095362186432,-0.3608839809894562,0.29035234451293945
1660273596399737000,0.242737060546875,-0.15931600332260132,-0.11845500022172928,0.161872997879982,0.96663498878479,-0.19061186909675598,-0.3583053946495056,0.29207268357276917
1660273596408968000,0.251968017578125,-0.1613049954175949,-0.11968199908733368,0.15962499380111694,0.966526985168457,-0.1929795891046524,-0.3545563519001007,0.296055406332016
1660273596418253600,0.261253662109375,-0.16368600726127625,-0.119268998503685,0.15768800675868988,0.9664959907531738,-0.1917143613100052,-0.35101914405822754,0.30143722891807556
1660273596427586800,0.2705869140625,-0.1659960001707077,-0.11778700351715088,0.15653899312019348,0.9664710164070129,-0.1880645602941513,-0.348709374666214,0.30696868896484375
1660273596436962000,0.279962158203125,-0.16805100440979004,-0.1157590001821518,0.15636399388313293,0.966389000415802,-0.1831270009279251,-0.3481120765209198,0.3120599687099457
1660273596446373600,0.28937353515625,-0.1699810028076172,-0.11420899629592896,0.1572290062904358,0.9660959839820862,-0.17894892394542694,-0.34970784187316895,0.316632479429245
1660273596455818200,0.298818359375,-0.17200100421905518,-0.11377900093793869,0.15870699286460876,0.9655470252037048,-0.17688731849193573,-0.35289764404296875,0.3209584951400757
1660273596465291800,0.308291748046875,-0.17451100051403046,-0.11501999944448471,0.16081899404525757,0.9645990133285522,-0.17792505025863647,-0.35799407958984375,0.3256833553314209
1660273596474792000,0.3177919921875,-0.1775819957256317,-0.11699800193309784,0.1632860004901886,0.9633859992027283,-0.18015886843204498,-0.3641641139984131,0.33131128549575806
1660273596484315600,0.327315673828125,-0.18133799731731415,-0.11849699914455414,0.1659349948167801,0.9620490074157715,-0.18103526532649994,-0.370682030916214,0.3385775685310364
1660273596493861000,0.336861083984375,-0.18568100035190582,-0.12002000212669373,0.1686909943819046,0.9605519771575928,-0.1816456913948059,-0.3775496482849121,0.3471066951751709
1660273596503077400,0.346077392578125,-0.19051100313663483,-0.12192299962043762,0.17132100462913513,0.9588990211486816,-0.18283265829086304,-0.38441237807273865,0.35656842589378357
1660273596511993000,0.3549931640625,-0.1956389993429184,-0.12421000003814697,0.17354199290275574,0.9571719765663147,-0.1847705990076065,-0.3906826376914978,0.36657068133354187
