time,seconds_elapsed,z,y,x
1657787293142679000,0.163678955078125,1.6713273525238037,-0.2272418737411499,-0.1215621829032898
1657787293144704000,0.1657041015625,1.6676621437072754,-0.23884831368923187,-0.12217304855585098
1657787293146704100,0.1677041015625,1.6646077632904053,-0.2590068578720093,-0.11911872029304504
1657787293148698000,0.169697998046875,1.6615535020828247,-0.2669481039047241,-0.11484266817569733
1657787293150698000,0.171697998046875,1.6505578756332397,-0.2834414839744568,-0.10567969083786011
1657787293152697900,0.17369775390625,1.6383405923843384,-0.2968805134296417,-0.09468411654233932
1657787293154697700,0.17569775390625,1.6322319507598877,-0.303600013256073,-0.08796459436416626
1657787293156697300,0.177697265625,1.6194037199020386,-0.30970868468284607,-0.07452555745840073
1657787293158697200,0.179697265625,1.6016886234283447,-0.31154128909111023,-0.05742133408784866
1657787293160697000,0.181697021484375,1.5949691534042358,-0.31031954288482666,-0.051312681287527084
1657787293162697000,0.183697021484375,1.5766432285308838,-0.31031954288482666,-0.03481931984424591
1657787293164697000,0.185697021484375,1.5601497888565063,-0.30482175946235657,-0.019547687843441963
1657787293166695700,0.18769580078125,1.549154281616211,-0.30115658044815063,-0.012828170321881771
1657787293168695800,0.18969580078125,1.531439185142517,-0.29138273000717163,0.0024434609804302454
1657787293170695700,0.19169580078125,1.5149458646774292,-0.28099802136421204,0.015882495790719986
1657787293172695800,0.19369580078125,1.5051720142364502,-0.2718350291252136,0.025045474991202354
1657787293174695700,0.19569580078125,1.4880677461624146,-0.2583959996700287,0.036651913076639175
1657787293176694300,0.1976943359375,1.4275920391082764,-0.18814650177955627,0.07880161702632904
1657787293178692600,0.199692626953125,1.4227051734924316,-0.1814269721508026,0.08246681094169617
1657787293180691200,0.201691162109375,1.4172073602676392,-0.1722639948129654,0.08857546001672745
1657787293182689800,0.203689697265625,1.4172073602676392,-0.1722639948129654,0.08857546001672745
1657787293184688400,0.2056884765625,1.4104878902435303,-0.16310101747512817,0.08857546001672745
1657787293186687000,0.20768701171875,1.4104878902435303,-0.16310101747512817,0.08857546001672745
1657787293188687000,0.20968701171875,1.4037683010101318,-0.15393804013729095,0.09285151958465576
1657787293190687000,0.21168701171875,1.3946053981781006,-0.14477506279945374,0.0959058403968811
1657787293192686800,0.213686767578125,1.3823879957199097,-0.12950342893600464,0.10018189996480942
1657787293194687000,0.21568701171875,1.368949055671692,-0.11362093687057495,0.10506882518529892
1657787293196686800,0.217686767578125,1.36650550365448,-0.10995574295520782,0.10567969083786011
1657787293198687000,0.21968701171875,1.3548991680145264,-0.09773843735456467,0.10812314599752426
1657787293200686800,0.221686767578125,1.3432927131652832,-0.09162978827953339,0.11362093687057495
1657787293202687000,0.22368701171875,1.3371840715408325,-0.08857546001672745,0.11362093687057495
1657787293204686800,0.225686767578125,1.3274102210998535,-0.08185594528913498,0.11728613078594208
1657787293206687000,0.22768701171875,1.318858027458191,-0.07513642311096191,0.11789698898792267
1657787293208686800,0.229686767578125,1.3103059530258179,-0.07391469180583954,0.11972958594560623
1657787293210687000,0.23168701171875,1.302364706993103,-0.07024950534105301,0.12400564551353455
1657787293212686800,0.233686767578125,1.2907582521438599,-0.06352998316287994,0.12461651116609573
1657787293214687000,0.23568701171875,1.2877039909362793,-0.06169738993048668,0.12889257073402405
1657787293216685000,0.23768505859375,1.2431107759475708,-0.036651913076639175,0.14294247329235077
1657787293218683000,0.239682861328125,1.2431107759475708,-0.036651913076639175,0.14294247329235077
1657787293220680700,0.2416806640625,1.2370021343231201,-0.031154127791523933,0.14782938361167908
1657787293222678800,0.2436787109375,1.2308934926986694,-0.025045474991202354,0.14905111491680145
1657787293224677000,0.245677001953125,1.225395679473877,-0.021380282938480377,0.152105450630188
1657787293226675500,0.247675537109375,1.225395679473877,-0.021380282938480377,0.152105450630188
1657787293228675300,0.24967529296875,1.2162326574325562,-0.013439035043120384,0.15271630883216858
1657787293230675500,0.251675537109375,1.2040153741836548,0.0006108652451075613,0.1569923609495163
1657787293232675300,0.25367529296875,1.197295904159546,0.009162978269159794,0.16004669666290283
1657787293234675500,0.255675537109375,1.1832460165023804,0.028099801391363144,0.1612684279680252
1657787293236675300,0.25767529296875,1.168585181236267,0.045204028487205505,0.16310101747512817
1657787293238675500,0.259675537109375,1.1673635244369507,0.05742133408784866,0.16310101747512817
1657787293240675300,0.26167529296875,1.151481032371521,0.0806342139840126,0.16249015927314758
1657787293242675500,0.263675537109375,1.1410962343215942,0.09957103431224823,0.16004669666290283
1657787293244675300,0.26567529296875,1.1301007270812988,0.10690141469240189,0.15943582355976105
1657787293246675500,0.267675537109375,1.1191051006317139,0.12217304855585098,0.15760323405265808
1657787293248675600,0.269675537109375,1.1062769889831543,0.12828169763088226,0.15393804013729095
1657787293250675500,0.271675537109375,1.1007791757583618,0.13255776464939117,0.15332718193531036
1657787293252675600,0.273675537109375,1.0897835493087769,0.13500121235847473,0.152105450630188
1657787293254675500,0.275675537109375,1.0787880420684814,0.1368338167667389,0.152105450630188
1657787293256674800,0.2776748046875,1.0671815872192383,0.13744467496871948,0.14844025671482086
1657787293258674700,0.2796748046875,1.0610729455947876,0.1368338167667389,0.15027284622192383
1657787293260674800,0.2816748046875,1.053742527961731,0.1368338167667389,0.1514945775270462
1657787293262674700,0.2836748046875,1.0494664907455444,0.1362229436635971,0.15271630883216858
1657787293264674800,0.2856748046875,1.0390818119049072,0.13439035415649414,0.15577064454555511
1657787293266674700,0.2876748046875,1.0280861854553223,0.13500121235847473,0.1612684279680252
