time,seconds_elapsed,z,y,x
1660273465632477200,0.058477294921875,8.35885238647461,4.903959274291992,-1.5003762245178223
1660273465642478300,0.068478271484375,8.35806655883789,4.903848648071289,-1.5050978660583496
1660273465652478200,0.078478271484375,8.35960865020752,4.897978782653809,-1.5156196355819702
1660273465662477800,0.088477783203125,8.362950325012207,4.887255668640137,-1.5317153930664062
1660273465672477400,0.0984775390625,8.36635971069336,4.875308036804199,-1.5510399341583252
1660273465682477300,0.108477294921875,8.368897438049316,4.864470481872559,-1.5712594985961914
1660273465692475400,0.118475341796875,8.37090015411377,4.854907512664795,-1.5900497436523438
1660273465701138000,0.127137939453125,8.372840881347656,4.846334934234619,-1.6059012413024902
1660273465708848400,0.134848388671875,8.375175476074219,4.838194847106934,-1.618224859237671
1660273465724874500,0.15087451171875,8.375175476074219,4.838194847106934,-1.618224859237671
1660273465734875400,0.16087548828125,8.37807559967041,4.830214977264404,-1.6270259618759155
1660273465744875500,0.17087548828125,8.3814697265625,4.821630954742432,-1.6349918842315674
1660273465754875000,0.180875,8.385894775390625,4.810734272003174,-1.6443742513656616
1660273465764874800,0.190874755859375,8.391863822937012,4.796128273010254,-1.6565406322479248
1660273465774874400,0.200874267578125,8.3994140625,4.777754306793213,-1.6713097095489502
1660273465784874500,0.21087451171875,8.407984733581543,4.756608963012695,-1.6884312629699707
1660273465794874400,0.220874267578125,8.417763710021973,4.733628273010254,-1.7042227983474731
1660273465804874200,0.230874267578125,8.428930282592773,4.709667205810547,-1.7153823375701904
1660273465814874400,0.240874267578125,8.442302703857422,4.6837077140808105,-1.7206860780715942
1660273465824874200,0.250874267578125,8.458009719848633,4.656178951263428,-1.7182549238204956
1660273465834874000,0.2608740234375,8.474997520446777,4.628137111663818,-1.7102938890457153
1660273465844874000,0.2708740234375,8.492280960083008,4.6001152992248535,-1.7001293897628784
1660273465854873900,0.280873779296875,8.509453773498535,4.572021484375,-1.6900174617767334
1660273465864874000,0.2908740234375,8.526633262634277,4.542964935302734,-1.681770920753479
1660273465874873900,0.300873779296875,8.544828414916992,4.511214733123779,-1.6748754978179932
1660273465884873700,0.310873779296875,8.565403938293457,4.474827766418457,-1.6673725843429565
1660273465894873900,0.320873779296875,8.588384628295898,4.433863639831543,-1.6585685014724731
1660273465904873700,0.330873779296875,8.613988876342773,4.388035774230957,-1.6476266384124756
1660273465914428000,0.340427978515625,8.644356727600098,4.336538791656494,-1.6247726678848267
1660273465923584300,0.349584228515625,8.678879737854004,4.278049945831299,-1.5955227613449097
1660273465939610400,0.3656103515625,8.678879737854004,4.278049945831299,-1.5955227613449097
1660273465949610200,0.3756103515625,8.71601676940918,4.214807510375977,-1.561032772064209
1660273465959611400,0.385611328125,8.752157211303711,4.1522135734558105,-1.5261856317520142
1660273465969611300,0.395611328125,8.785747528076172,4.092386722564697,-1.4944417476654053
1660273465979611400,0.405611328125,8.821208000183105,4.034189224243164,-1.44290030002594
1660273465989611500,0.415611572265625,8.853597640991211,3.9789698123931885,-1.3971307277679443
1660273465999611600,0.425611572265625,8.885884284973145,3.9238028526306152,-1.347285509109497
1660273466009611500,0.435611572265625,8.919797897338867,3.867358446121216,-1.2849457263946533
1660273466019611600,0.445611572265625,8.953827857971191,3.8118515014648438,-1.2120832204818726
1660273466029611800,0.45561181640625,8.98613452911377,3.757744312286377,-1.1397796869277954
1660273466039612000,0.46561181640625,9.015900611877441,3.706267833709717,-1.0712124109268188
1660273466049611800,0.47561181640625,9.042789459228516,3.658783197402954,-1.0057975053787231
1660273466059611000,0.48561083984375,9.066719055175781,3.6146597862243652,-0.9482710957527161
1660273466069610800,0.49561083984375,9.088403701782227,3.5718142986297607,-0.901906430721283
1660273466079611000,0.50561083984375,9.1083984375,3.529005765914917,-0.8680776357650757
1660273466089180400,0.515180419921875,9.126983642578125,3.4857773780822754,-0.8472806215286255
1660273466098245400,0.524245361328125,9.143563270568848,3.4434845447540283,-0.841446042060852
1660273466107620400,0.533620361328125,9.143563270568848,3.4434845447540283,-0.841446042060852
1660273466117032200,0.5430322265625,9.157329559326172,3.405446767807007,-0.8465282320976257
1660273466126476800,0.552476806640625,9.167866706848145,3.3750200271606445,-0.8542961478233337
1660273466135528000,0.56152783203125,9.175164222717285,3.35278058052063,-0.8634710311889648
1660273466144226800,0.570226806640625,9.17821216583252,3.3397486209869385,-0.881389319896698
1660273466160253700,0.586253662109375,9.17821216583252,3.3397486209869385,-0.881389319896698
1660273466170253800,0.59625390625,9.176830291748047,3.335675001144409,-0.9107401967048645
1660273466180252700,0.606252685546875,9.171976089477539,3.3387651443481445,-0.9475572109222412
1660273466190252300,0.616252197265625,9.164536476135254,3.3472836017608643,-0.9885995984077454
1660273466200252000,0.626251953125,9.154996871948242,3.360841751098633,-1.0301220417022705
1660273466210251800,0.636251708984375,9.144742012023926,3.377248764038086,-1.0668895244598389
1660273466220252000,0.646251953125,9.135201454162598,3.3952276706695557,-1.0912775993347168
1660273466230251800,0.656251708984375,9.125914573669434,3.4162709712982178,-1.1032404899597168
1660273466240251600,0.666251708984375,9.115496635437012,3.4427826404571533,-1.1069586277008057
1660273466250251500,0.67625146484375,9.103470802307129,3.475179433822632,-1.1046751737594604
1660273466260251400,0.68625146484375,9.089761734008789,3.5137226581573486,-1.0956083536148071
1660273466270251300,0.696251220703125,9.073046684265137,3.560561180114746,-1.0828583240509033
1660273466280251100,0.706251220703125,9.052608489990234,3.6158132553100586,-1.070766568183899
1660273466290251500,0.71625146484375,9.028172492980957,3.678410053253174,-1.063843846321106
