time,seconds_elapsed,z,y,x
1660273660743360500,0.159360595703125,0.02687807008624077,-0.1563815027475357,0.14416420459747314
1660273660745386500,0.161386474609375,0.03481931984424591,-0.1319468915462494,0.1722639948129654
1660273660747385600,0.163385498046875,0.05314527451992035,-0.08246681094169617,0.22418753802776337
1660273660749385200,0.16538525390625,0.06780604273080826,-0.03726277872920036,0.28527405858039856
1660273660751384800,0.167384765625,0.0757472887635231,-0.01771509274840355,0.31520646810531616
1660273660753384400,0.169384521484375,0.0910189226269722,0.019547687843441963,0.3781255781650543
1660273660755384300,0.17138427734375,0.10567969083786011,0.04886921867728233,0.44165557622909546
1660273660757384200,0.17338427734375,0.11423180252313614,0.05803219974040985,0.475253164768219
1660273660759384000,0.175384033203125,0.1270599663257599,0.07452555745840073,0.5461135506629944
1660273660761384000,0.177384033203125,0.1362229436635971,0.07757988572120667,0.6151412725448608
1660273660763383800,0.1793837890625,0.14049901068210602,0.07330382615327835,0.6499606370925903
1660273660765383700,0.1813837890625,0.14538592100143433,0.05803219974040985,0.7189884185791016
1660273660767383600,0.183383544921875,0.14538592100143433,0.027488935738801956,0.7819074988365173
1660273660769383400,0.185383544921875,0.14416420459747314,0.00733038317412138,0.817337691783905
1660273660771383600,0.187383544921875,0.14355333149433136,-0.04642575979232788,0.8765916228294373
1660273660773383400,0.189383544921875,0.1368338167667389,-0.12034045159816742,0.9327912330627441
1660273660775383300,0.19138330078125,0.1319468915462494,-0.1612684279680252,0.9572258591651917
1660273660777381600,0.193381591796875,0.07880161702632904,-0.5845980644226074,1.0848966836929321
1660273660779380000,0.1953798828125,0.07880161702632904,-0.5845980644226074,1.0848966836929321
1660273660781378600,0.197378662109375,0.06963863968849182,-0.6591235995292664,1.0922271013259888
1660273660783377200,0.199377197265625,0.06963863968849182,-0.6591235995292664,1.0922271013259888
1660273660785377300,0.201377197265625,0.05864306539297104,-0.7379252314567566,1.0983357429504395
1660273660787376600,0.203376708984375,0.04703662544488907,-0.8203920125961304,1.1020009517669678
1660273660789376800,0.205376708984375,0.024434609338641167,-0.9914342761039734,1.10139000415802
1660273660791376600,0.207376708984375,0.003054326167330146,-1.1722503900527954,1.0897835493087769
1660273660793376800,0.209376708984375,-0.010995574295520782,-1.2657127380371094,1.0812314748764038
1660273660795376600,0.211376708984375,-0.036041051149368286,-1.4483615159988403,1.0561859607696533
1660273660797376500,0.21337646484375,-0.06169738993048668,-1.6255123615264893,1.018923282623291
1660273660799376600,0.215376708984375,-0.07330382615327835,-1.7104226350784302,0.9993755221366882
1660273660801376500,0.21737646484375,-0.1007927656173706,-1.8735237121582031,0.9486737251281738
1660273660803376400,0.21937646484375,-0.12400564551353455,-2.0176877975463867,0.8949176073074341
1660273660805376500,0.22137646484375,-0.14049901068210602,-2.0812180042266846,0.8619308471679688
1660273660807376400,0.22337646484375,-0.16249015927314758,-2.1923954486846924,0.7965682744979858
1660273660809376500,0.22537646484375,-0.18448130786418915,-2.280970811843872,0.7220427393913269
1660273660811376600,0.227376708984375,-0.19486601650714874,-2.3133466243743896,0.6835582256317139
1660273660813376500,0.22937646484375,-0.2119702398777008,-2.359161615371704,0.6023131608963013
1660273660815376600,0.231376708984375,-0.2217440903186798,-2.3817636966705322,0.5204572081565857
1660273660817375700,0.233375732421875,-0.25534167885780334,-2.2040019035339355,0.21013765037059784
1660273660819374800,0.235374755859375,-0.2565633952617645,-2.14902400970459,0.17776179313659668
1660273660821374200,0.237374267578125,-0.2626720666885376,-2.0897700786590576,0.15271630883216858
1660273660823373300,0.239373291015625,-0.2626720666885376,-2.0897700786590576,0.15271630883216858
1660273660825372400,0.241372314453125,-0.2626720666885376,-2.0897700786590576,0.15271630883216858
1660273660827371500,0.24337158203125,-0.2626720666885376,-2.0897700786590576,0.15271630883216858
1660273660829372000,0.245371826171875,-0.26572638750076294,-2.0201313495635986,0.12950342893600464
1660273660831371800,0.247371826171875,-0.27550023794174194,-1.8735237121582031,0.08918632566928864
1660273660833372000,0.249371826171875,-0.2816088795661926,-1.7061465978622437,0.06352998316287994
1660273660835372000,0.2513720703125,-0.28649580478668213,-1.6175711154937744,0.05253441259264946
1660273660837368800,0.253368896484375,-0.29077184200286865,-1.4391984939575195,0.04886921867728233
1660273660839369000,0.255368896484375,-0.29993483424186707,-1.2565498352050781,0.051312681287527084
1660273660841368800,0.257368896484375,-0.30054569244384766,-1.1691961288452148,0.05314527451992035
1660273660843369000,0.259368896484375,-0.30604347586631775,-0.9957103729248047,0.06780604273080826
1660273660845368800,0.261368896484375,-0.31520646810531616,-0.837496280670166,0.08979719132184982
1660273660847368400,0.263368408203125,-0.32131510972976685,-0.7660250067710876,0.10323622822761536
1660273660849368600,0.26536865234375,-0.32986724376678467,-0.6261368989944458,0.12950342893600464
1660273660851368400,0.267368408203125,-0.3390302062034607,-0.4960225820541382,0.15821409225463867
1660273660853368600,0.26936865234375,-0.3439171314239502,-0.44165557622909546,0.1716531366109848
1660273660855368400,0.271368408203125,-0.35735616087913513,-0.3378084897994995,0.20097467303276062
1660273660857366000,0.273365966796875,-0.37140607833862305,-0.24923302233219147,0.22418753802776337
1660273660859366000,0.275365966796875,-0.3781255781650543,-0.21441370248794556,0.24190263450145721
1660273660861365800,0.27736572265625,-0.3897320330142975,-0.1514945775270462,0.2626720666885376
1660273660863366000,0.279365966796875,-0.3995058834552765,-0.10567969083786011,0.27977627515792847
1660273660865366000,0.281365966796875,-0.40256020426750183,-0.0861319974064827,0.2889392673969269
