time,seconds_elapsed,z,y,x
1660273549386128400,0.05512841796875,9.496703147888184,1.6973326206207275,1.7612677812576294
1660273549396129500,0.065129638671875,9.47977066040039,1.7950197458267212,1.7556277513504028
1660273549406128400,0.07512841796875,9.449921607971191,1.9400805234909058,1.7622286081314087
1660273549416128000,0.0851279296875,9.418102264404297,2.0820488929748535,1.7705374956130981
1660273549426129700,0.095129638671875,9.386187553405762,2.2173190116882324,1.7757673263549805
1660273549436129300,0.10512939453125,9.355040550231934,2.3456528186798096,1.7752472162246704
1660273549446129200,0.115129150390625,9.32336139678955,2.4716737270355225,1.7709163427352905
1660273549456129000,0.12512890625,9.288884162902832,2.5995264053344727,1.7690277099609375
1660273549464982300,0.133982177734375,9.248847961425781,2.7306370735168457,1.7812364101409912
1660273549472979000,0.14197900390625,9.20207691192627,2.8632724285125732,1.8148900270462036
1660273549489006000,0.158006103515625,9.20207691192627,2.8632724285125732,1.8148900270462036
1660273549499005000,0.1680048828125,9.14939022064209,2.9945120811462402,1.8686721324920654
1660273549509005000,0.178005126953125,9.09282112121582,3.119734287261963,1.9386154413223267
1660273549514992600,0.18399267578125,9.034549713134766,3.238630771636963,2.0145843029022217
1660273549519650800,0.18865087890625,8.976548194885254,3.3482165336608887,2.09318208694458
1660273549535676000,0.204676025390625,8.917007446289062,3.4553301334381104,2.1721062660217285
1660273549545675800,0.21467578125,8.860154151916504,3.549957036972046,2.250741720199585
1660273549555676000,0.224676025390625,8.807276725769043,3.6249473094940186,2.3370893001556396
1660273549565676300,0.23467626953125,8.756073951721191,3.6826767921447754,2.4370882511138916
1660273549575676700,0.2446767578125,8.703168869018555,3.723093032836914,2.561985731124878
1660273549585676800,0.2546767578125,8.641158103942871,3.7475948333740234,2.730619192123413
1660273549595677000,0.264677001953125,8.562546730041504,3.7663793563842773,2.9440646171569824
1660273549605677000,0.274677001953125,8.455894470214844,3.792177200317383,3.207430362701416
1660273549615677000,0.284677001953125,8.306234359741211,3.8380115032196045,3.527956247329712
1660273549625677000,0.294677001953125,8.105857849121094,3.908629894256592,3.897176742553711
1660273549635677000,0.304677001953125,7.847561359405518,4.004825115203857,4.30667781829834
1660273549645677000,0.314677001953125,7.532371520996094,4.106052875518799,4.7512102127075195
1660273549655677200,0.32467724609375,7.186085224151611,4.173311710357666,5.207111835479736
1660273549665677300,0.33467724609375,6.832704067230225,4.187068939208984,5.6526899337768555
1660273549675677400,0.344677490234375,6.503057956695557,4.126913547515869,6.0703444480896
1660273549685677300,0.35467724609375,6.1894731521606445,3.9917778968811035,6.475057601928711
1660273549695677400,0.364677490234375,5.886471748352051,3.778830051422119,6.873144149780273
1660273549705677300,0.37467724609375,5.5766143798828125,3.483829975128174,7.275616645812988
1660273549715677400,0.384677490234375,5.218235492706299,3.163393974304199,7.676795959472656
1660273549725231600,0.394231689453125,4.8013596534729,2.8533389568328857,8.06075382232666
1660273549734388000,0.403387939453125,4.310308456420898,2.5772383213043213,8.423138618469238
1660273549750415000,0.4194150390625,4.310308456420898,2.5772383213043213,8.423138618469238
1660273549760414000,0.4294140625,3.785858392715454,2.311574935913086,8.746094703674316
1660273549770414000,0.4394140625,3.2583401203155518,2.0248498916625977,9.025158882141113
1660273549780414000,0.4494140625,2.770033836364746,1.6969131231307983,9.252982139587402
1660273549790414300,0.459414306640625,2.3459205627441406,1.3234633207321167,9.42949104309082
1660273549800414500,0.46941455078125,1.997083067893982,0.912667453289032,9.557655334472656
1660273549810414300,0.479414306640625,1.731594204902649,0.47943443059921265,9.640630722045898
1660273549820414500,0.48941455078125,1.5239096879959106,0.04285736382007599,9.687409400939941
1660273549830412500,0.49941259765625,1.3572925329208374,-0.378618061542511,9.704878807067871
1660273549840412700,0.50941259765625,1.2320127487182617,-0.7677736878395081,9.69859790802002
1660273549850412500,0.51941259765625,1.148849368095398,-1.1266937255859375,9.673713684082031
1660273549860412700,0.52941259765625,1.0906144380569458,-1.4536793231964111,9.636775016784668
1660273549870412800,0.539412841796875,1.0369338989257812,-1.7444242238998413,9.594359397888184
1660273549880413000,0.549412841796875,0.9773082137107849,-2.0071091651916504,9.549154281616211
1660273549890412800,0.559412841796875,0.9092815518379211,-2.2431602478027344,9.503246307373047
1660273549899839700,0.56883984375,0.8342700600624084,-2.452022075653076,9.458410263061523
1660273549908771300,0.577771240234375,0.760870099067688,-2.6376030445098877,9.414576530456543
1660273549924796400,0.59379638671875,0.760870099067688,-2.6376030445098877,9.414576530456543
1660273549934796300,0.60379638671875,0.6981140971183777,-2.800551414489746,9.372278213500977
1660273549944796400,0.61379638671875,0.6038169860839844,-2.9295034408569336,9.339350700378418
1660273549950783200,0.619783203125,0.5060446262359619,-3.037968873977661,9.31046199798584
1660273549955441400,0.62444140625,0.531660795211792,-3.139202833175659,9.275379180908203
1660273549971468300,0.64046826171875,0.531660795211792,-3.139202833175659,9.275379180908203
1660273549981467400,0.65046728515625,0.5967918634414673,-3.210843324661255,9.246861457824707
1660273549991468300,0.66046826171875,0.6866547465324402,-3.2578299045562744,9.224160194396973
1660273550001469000,0.670468994140625,0.7830309271812439,-3.286785364151001,9.206192016601562
1660273550011468800,0.68046875,0.8283759355545044,-3.3017940521240234,9.196852684020996
1660273550021469000,0.690468994140625,0.8207040429115295,-3.31284761428833,9.19356632232666
1660273550031468800,0.70046875,0.765330970287323,-3.32011079788208,9.195711135864258
1660273550041469000,0.710468994140625,0.6733624339103699,-3.323997735977173,9.20151138305664
1660273550051469000,0.720468994140625,0.5711817741394043,-3.3257341384887695,9.207788467407227
